citation,artist
"Je fais du sale pour qu'il morde la poussière,
j'aurais honte si j'étais devenu ce que vous êtes","
Comme si tous les maux des passagers auraient voulu s'abréger~LonepsiSource"
"Assez, agacé
de foncer contre un mur et voir mes espoirs se ramasser",Mélancostalgie
"Je pourrai débrancher le soleil si un jour tu ne pouvais plus cligner des yeux, ton absence est si vénéneuse",Café Cigarettes
"Dans les moments où plane un sentiment d'inquiétude;
Place-toi devant ton reflet et demande-toi bien « Qui es-tu ? »",Lettre à nuit
"Pendant que nos camarades se mettaient dans les études
on s'enfermait dans un sous-sol, en verouillant dans la serrure.
On arpentait le bonheur, on l'avait quasiment détenu,
on pensait que quoi qu'il arrive on ne serait jamais déçus",Danger de mot
"Là, le chagrin de la fille part et vient se confondre avec son verre de martini:
Tandis que celui de l'homme est apparemment parti vite.
Il appelle un de ses amis, et lui annonce la nouvelle fâcheuse;
contents de l'apprendre, ils partent se bourrer la gueule",On s'était juré
"La légèreté est confortable, plus confortable que n'importe quel acharnement","
Tandis que celui de l'homme est apparemment parti vite.
Il appelle un de ses amis, et lui annonce la nouvelle fâcheuse;
contents de l'apprendre, ils partent se bourrer la gueule~LonepsiSource"
"On cherche le bonheur et tout ce qui fait sa rareté,
expérimentant des choses illégales en aparté",Le chien et le flacon
"Je t'écris ce soir pour ne pas t'oublier le temps de quelques vers. Ta silhouette dans la foulée, moi qui cherche infatigablement tes deux yeux. Comment parvenir à te rejoindre toi et l'époque où j'étais heureux ?",On s'était juré
"De toutes les manières ils diront que je suis parano.
car pour moi les plus belles histoires commencent par un ",À mon passé
"De toutes les manières ils diront que je suis parano.
car pour moi les plus belles histoires commencent par un non ",À la vitesse de mes émotions
Je bois beaucoup trop mais je trinque à ma santé,Je m'éloigne
Ressens la dangerosité de cette fleur qui ne deviendra belle qu'à compter du moment où l'on apprendra qu'elle fanera un jour,Ressens
"J'écris pour changer la mélancolie en de la nostalgie,
faire des ces malheureux moments autre chose que du tragique",Mélancostalgie
"À quoi servent les mots à celui qui est face à la mort;
À quoi servent les mots à celui qui est face à la vie;
Moi, je suis en danger de mot pas en danger de mort;
Mes textes sont des testaments j'y lègue de l'or",Danger de mot
"Comme ce matelot qui mate l'océan, je me suis demandé si mon talon d'Achille était mon talent",Rivière & océan
"À quoi penses-tu quand tu es seule, sans moi ? À la fleur de l'ombre qui peut pousser dans l'noir ? À celui dont le bonheur n'a pas trouvé d'endroit ? Ou à ce bateau qui rêve d'avenir sans voile ?",La fleur de l'ombre
"Amoureux de ma cigarette et de sa connotation tragique,
belle combinaison quand les deux fumées se marient dans l'air,
privé mon cœur de ces odeurs c'est comme le faire partir en guerre",Café Cigarettes
Ma raison s’est faite piétiner par un troupeau de sentiments,Sans dire adieu
"Si tu aperçois mon cœur, dis lui de revenir sans toi. Jette-le moi avec prudence comme un enfant d'une balançoire",À mon passé
"Mes fugues illusoires que je m'invente par la pensée, les symphonies de quelques rires qui m'éloignent d'où je suis, puis l'isolement dans un océan de silence",Les vagues du silence
Indécis comme un suicidaire mort de vieillesse,Je m'éloigne
"Sais-tu que ton absence est devenue mon seul refuge ?
Que quand tu es là j'ai vraiment du mal et je lutte ?",Une belle connerie
"On sèche les cours croyant qu'à plusieurs ce n'est pas grave,
on ne pense pas l'avenir et son déroulement",On s'était juré
"Mais c'est pas demander pardon qui tout d'un coup nous rend saint non:
Ça nous rend cinglés, sous différents angles.
On se croit tout permis, même planer au-dessus des aigles","
Ça nous rend cinglés, sous différents angles.
On se croit tout permis, même planer au-dessus des aigles~LonepsiSource"
"Allons se rencontrer par pur hasard, sans faire exprès.
Parlons-nous avec les yeux jusqu'à qu’on ait l’air bête,
avec ma cigarette, je fumerai toutes nos faiblesses
et nos cœurs ne connaîtront plus jamais le mot sécheresse",À la vitesse de mes émotions
"Les bras grand ouverts sous la pluie je me sens immortel,
je deviens plus riche que le plus riche des millionnaires.
Faisons des kilomètres, allons remplir nos verres
et écrivons sur du papier plus de mille promesses",À la vitesse de mes émotions
"Aujourd'hui bon vivant, je pars de rien, mais quand la fête se finit, le cafard revient. Comme en septembre, le buvard d'Hendrix aurait empêché que ça s'étende",70
Ressens que l'amour est mort la nuit où tu as su verbaliser ce qui t'envoûtait chez elle,Ressens
"Me dévoiler ta lumière ne condamnera pas mes rêves, prête moi tes détails et raconte moi tes échecs. L'ombre que tu montres aux autres ne m'affaiblira jamais, continuer à la répandre ne vaut par conséquent pas la peine",La collision de nos peaux
"Si ça n'marche pas, est-ce qu'il faut courir à sa perte ?",Une belle connerie
"J'ai peur de dire adieu, j'ai peur du dernier regard. J'entends la tristesse du ciel gris tomber sur le sol, s'écraser lentement sur le béton comme une clope",Neruda
"Mes cheveux dans l'herbe et les tiens près de mon torse, je ne t'ai jamais vu si loyale. Lorsque j'en bois trop, tous les chemins me mènent à toi, mais tu demeures à jamais injoignable...",Comme deux étoiles
"Les secondes et les minutes immobiles, les heures passées avec toi m'ont fait rompre avec le temps",La collision de nos peaux
L'insomniaque rêve autant que celui qui dort au long de la nuit,Je m'éloigne
"Qu'tu viennes d'l'église, d'la synagogue ou d'la mosquée,
comment guérir le mal si tout le monde est mesquin ?",Une belle connerie
